Threads/Proc,Dim,Version,RollingMean_CheckSym,RollingMean_MatTranspose,SpeedupSym,SpeedupMatTrans,EfficiencySym,EfficiencyMatTrans
92,16,OMP,0.005597,6.34e-05,0.00017866714311238162,0.006309148264984227,0.00019420341642650176,0.0068577698532437245
93,16,OMP,0.006991,0.0038454,0.00014304105278214847,0.00010402038799604722,0.0001538075836367188,0.00011184987956564217
94,16,OMP,0.0089836,0.0029234000000000005,0.00011131394986419698,0.00013682698228090578,0.00011841909560020956,0.00014556061944777208
95,16,OMP,0.0088594,0.0038646,0.0001128744610244486,0.00010350359674998706,0.00011881522213099851,0.0001089511544736706
96,16,OMP,0.0100488,0.007054999999999999,9.951436987500994e-05,5.669737774627924e-05,0.00010366080195313536,5.905976848570754e-05
1,16,MPI DT,2.26e-05,1e-06,0.04424778761061947,0.4,4.424778761061947,40.0
2,16,MPI DT,0.00029820000000000004,3.4399999999999996e-05,0.003353454057679409,0.011627906976744188,0.16767270288397046,0.5813953488372093
3,16,MPI DT,0.0002874,4.16e-05,0.003479471120389701,0.009615384615384614,0.1159823706796567,0.3205128205128205
4,16,MPI DT,0.0003844,3.72e-05,0.002601456815816857,0.01075268817204301,0.06503642039542143,0.26881720430107525
5,16,MPI DT,0.0007218,4.56e-05,0.0013854253255749516,0.008771929824561403,0.02770850651149903,0.17543859649122806
6,16,MPI DT,0.000528,4.56e-05,0.0018939393939393938,0.008771929824561403,0.03156565656565656,0.14619883040935672
7,16,MPI DT,0.0005627999999999999,4.4600000000000013e-05,0.0017768301350390904,0.008968609865470848,0.02538328764341558,0.12812299807815497
8,16,MPI DT,0.0004886000000000001,6.680000000000001e-05,0.002046663937781416,0.005988023952095807,0.0255832992222677,0.07485029940119758
9,16,MPI DT,0.00024260000000000002,4.96e-05,0.004122011541632316,0.008064516129032258,0.045800128240359075,0.08960573476702509
10,16,MPI DT,0.00032319999999999994,0.00014419999999999998,0.0030940594059405946,0.0027739251040221915,0.030940594059405947,0.027739251040221912
11,16,MPI DT,0.0004864,6.6e-05,0.002055921052631579,0.00606060606060606,0.01869019138755981,0.055096418732782364
12,16,MPI DT,0.00032900000000000003,0.00013619999999999998,0.0030395136778115497,0.0029368575624082235,0.02532928064842958,0.024473813020068527
13,16,MPI DT,0.00042699999999999997,0.0001382,0.00234192037470726,0.002894356005788712,0.01801477211313277,0.022264276967605474
14,16,MPI DT,0.0006676,0.0001446,0.0014979029358897543,0.0027662517289073307,0.010699306684926817,0.019758940920766646
15,16,MPI DT,0.0005984,0.000528,0.0016711229946524064,0.0007575757575757575,0.011140819964349376,0.00505050505050505
16,16,MPI DT,0.0003742,0.00033000000000000005,0.0026723677177979688,0.001212121212121212,0.016702298236237305,0.007575757575757574
17,16,MPI DT,0.0002886,0.0003778,0.0034650034650034645,0.001058761249338274,0.02038237332354979,0.006228007349048671
18,16,MPI DT,0.00039760000000000007,0.0003402,0.002515090543259557,0.0011757789535567313,0.013972725240330873,0.006532105297537396
19,16,MPI DT,0.000353,0.0004436,0.0028328611898016994,0.0009017132551848512,0.014909795735798417,0.004745859237815006
20,16,MPI DT,0.00032460000000000003,0.0004498,0.003080714725816389,0.0008892841262783459,0.015403573629081945,0.00444642063139173
21,16,MPI DT,0.0003058,0.0005001999999999999,0.0032701111837802484,0.0007996801279488206,0.015571958018001182,0.0038080006092800983
22,16,MPI DT,0.0003816,0.0017013999999999998,0.0026205450733752618,0.00023510050546608676,0.0119115685153421,0.0010686386612094852
23,16,MPI DT,0.00042619999999999995,0.0005226,0.002346316283435007,0.0007654037504783773,0.010201375145369595,0.003327842393384249
24,16,MPI DT,0.0007016,0.00038700000000000003,0.0014253135689851766,0.0010335917312661498,0.005938806537438236,0.004306632213608957
25,16,MPI DT,0.000539,0.0005006,0.0018552875695732839,0.0007990411506192568,0.007421150278293136,0.0031961646024770275
26,16,MPI DT,0.0007146,0.0008271999999999999,0.0013993842709207947,0.00048355899419729207,0.005382247195849211,0.0018598422853742002
27,16,MPI DT,0.0004986000000000001,0.0005346,0.002005615724027276,0.0007482229704451926,0.007428206385286207,0.0027711961868340466
28,16,MPI DT,0.0002022,0.0006110000000000001,0.004945598417408506,0.0006546644844517183,0.017662851490744664,0.0023380874444704227
29,16,MPI DT,0.00029739999999999996,0.0005626000000000001,0.0033624747814391394,0.0007109847138286524,0.011594740625652205,0.0024516714269953535
30,16,MPI DT,0.000455,0.0005551999999999999,0.002197802197802198,0.0007204610951008646,0.007326007326007326,0.0024015369836695487
31,16,MPI DT,0.0007602,0.0005424,0.0013154433043935806,0.0007374631268436578,0.004243365498043808,0.002378913312398896
32,16,MPI DT,0.000557,0.0004784,0.0017953321364452424,0.0008361204013377926,0.005610412926391382,0.002612876254180602
33,16,MPI DT,0.0006606,0.0009612,0.0015137753557372085,0.00041614648356221387,0.004587198047688511,0.001261049950188527
34,16,MPI DT,0.00019119999999999999,0.0005855999999999999,0.005230125523012552,0.0006830601092896176,0.015382722126507507,0.0020090003214400516
35,16,MPI DT,0.0004696000000000001,0.00033939999999999996,0.0021294718909710387,0.0011785503830288747,0.006084205402774396,0.0033672868086539274
36,16,MPI DT,0.0005447999999999999,0.0005688,0.0018355359765051397,0.0007032348804500703,0.00509871104584761,0.0019534302234724176
37,16,MPI DT,0.0004094,0.0006008000000000001,0.002442598925256473,0.0006657789613848202,0.006601618716909386,0.0017994025983373517
38,16,MPI DT,0.0005494,0.0015908000000000005,0.0018201674554058972,0.00025144581342720633,0.004789914356331308,0.0006616995090189641
39,16,MPI DT,0.00030960000000000004,0.0005444,0.0032299741602067177,0.0007347538574577516,0.008281985026171071,0.0018839842498916707
40,16,MPI DT,0.0005389999999999999,0.0008196,0.001855287569573284,0.0004880429477794046,0.00463821892393321,0.0012201073694485115
41,16,MPI DT,0.0002522,0.000572,0.003965107057890563,0.0006993006993006992,0.009670992824123323,0.0017056114617090222
42,16,MPI DT,0.00028139999999999996,0.0007928000000000001,0.003553660270078181,0.0005045408678102925,0.008461095881138525,0.0012012877805006965
43,16,MPI DT,0.00034760000000000005,0.0006858000000000001,0.00287686996547756,0.0005832604257801108,0.006690395268552466,0.0013564195948374668
44,16,MPI DT,0.0003928,0.0006604,0.002545824847250509,0.0006056935190793458,0.005785965561932975,0.0013765761797257861
45,16,MPI DT,0.0004974000000000001,0.0006087999999999999,0.002010454362685967,0.000657030223390276,0.004467676361524371,0.0014600671630895022
46,16,MPI DT,0.00031039999999999996,0.0009781999999999998,0.0032216494845360827,0.00040891433244735233,0.007003585835948006,0.0008889442009725051
47,16,MPI DT,0.000454,0.0006022,0.0022026431718061676,0.0006642311524410494,0.004686474833630144,0.001413257771151169
48,16,MPI DT,0.0001798,0.0006656000000000001,0.005561735261401557,0.0006009615384615383,0.011586948461253244,0.0012520032051282048
49,16,MPI DT,0.00031120000000000003,0.000647,0.0032133676092544984,0.0006182380216383307,0.006557893080111221,0.0012617102482414913
50,16,MPI DT,0.0005702000000000001,0.0007984,0.0017537706068046295,0.000501002004008016,0.0035075412136092595,0.001002004008016032
51,16,MPI DT,0.0006952000000000001,0.0009257999999999998,0.00143843498273878,0.0004320587599913589,0.002820460750468196,0.0008471740391987429
52,16,MPI DT,0.0004784,0.0006306,0.0020903010033444815,0.0006343165239454487,0.00401980962181631,0.0012198394691258628
53,16,MPI DT,0.0004898,0.0006577999999999999,0.002041649652919559,0.0006080875646093037,0.0038521691564519984,0.0011473350275647241
54,16,MPI DT,0.0004156000000000001,0.0006253999999999999,0.0024061597690086616,0.0006395906619763352,0.004455851424090114,0.001184427151808028
55,16,MPI DT,0.00056,0.0006588,0.0017857142857142859,0.0006071645415907711,0.003246753246753247,0.0011039355301650385
56,16,MPI DT,0.0007918,0.0006546,0.001262945188178833,0.0006110601894286587,0.002255259264605059,0.0010911789096940334
57,16,MPI DT,0.0010945999999999998,0.0005772,0.0009135757354284672,0.0006930006930006929,0.0016027644481201178,0.0012157906894749
58,16,MPI DT,0.0007984,0.0006801999999999999,0.00125250501002004,0.0005880623346074685,0.002159491396586276,0.0010139005769094283
59,16,MPI DT,0.0006506000000000001,0.0007636,0.0015370427297878879,0.0005238344683080146,0.0026051571691320134,0.0008878550310305331
60,16,MPI DT,0.0006806000000000001,0.0006646,0.0014692918013517482,0.0006018657839301835,0.0024488196689195804,0.0010031096398836392
61,16,MPI DT,0.0004038,0.0006458,0.0024764735017335313,0.0006193868070610096,0.004059792625792674,0.001015388208296737
62,16,MPI DT,0.0004562,0.0007513999999999999,0.0021920210434020165,0.0005323396326856535,0.0035355178119387365,0.000858612310783312
63,16,MPI DT,0.0004672,0.0007773999999999999,0.0021404109589041095,0.0005145356315924878,0.0033974777125462055,0.0008167232247499807
64,16,MPI DT,0.0005323999999999999,0.0006612,0.0018782870022539446,0.0006049606775559588,0.0029348234410217886,0.0009452510586811856
65,16,MPI DT,0.0008421999999999999,0.0017288000000000002,0.0011873664212776064,0.00023137436372049975,0.0018267175711963175,0.0003559605595699996
66,16,MPI DT,0.0009464,0.0006996000000000001,0.0010566356720202873,0.0005717552887364207,0.0016009631394246777,0.0008662958920248799
67,16,MPI DT,0.000973,0.0008112,0.0010277492291880781,0.0004930966469428008,0.001533954073415042,0.0007359651446907475
68,16,MPI DT,0.0007665999999999999,0.0006617999999999999,0.0013044612575006523,0.0006044122091266244,0.00191832537867743,0.0008888414840097417
69,16,MPI DT,0.0011918,0.000559,0.0008390669575432119,0.0007155635062611806,0.0012160390689032058,0.0010370485597988124
70,16,MPI DT,0.0006586000000000001,0.000951,0.0015183723048891587,0.0004206098843322818,0.0021691032926987983,0.0006008712633318311
71,16,MPI DT,0.0008871999999999998,0.0007136,0.0011271415689810642,0.0005605381165919282,0.0015875233365930481,0.0007894903050590538
72,16,MPI DT,0.0009548,0.0007236,0.0010473397570171764,0.000552791597567717,0.001454638551412745,0.0007677661077329401
73,16,MPI DT,0.0007532000000000001,0.0007358,0.001327668613913967,0.0005436259853220984,0.00181872412864927,0.000744693130578217
74,16,MPI DT,0.0008566000000000001,0.0007886000000000001,0.0011674060238150827,0.0005072279989855439,0.0015775757078582199,0.0006854432418723566
75,16,MPI DT,0.0027339999999999995,0.0008628,0.00036576444769568405,0.0004636068613815484,0.00048768593026091205,0.0006181424818420645
76,16,MPI DT,0.0006864,0.0008317999999999999,0.0014568764568764568,0.00048088482808367395,0.0019169427064163905,0.0006327431948469394
77,16,MPI DT,0.0057966,0.005846400000000001,0.00017251492254079977,6.841817186644772e-05,0.0002240453539490906,8.885476865772432e-05
78,16,MPI DT,0.000943,0.0008150000000000001,0.0010604453870625662,0.0004907975460122699,0.0013595453680289309,0.0006292276230926536
79,16,MPI DT,0.0008836,0.0007616000000000001,0.0011317338162064282,0.0005252100840336133,0.0014325744508942129,0.0006648228911817891
80,16,MPI DT,0.0030728,0.0031914,0.00032543608435303304,0.00012533684276493074,0.0004067951054412913,0.00015667105345616342
81,16,MPI DT,0.0011766,0.000758,0.0008499065102838686,0.0005277044854881266,0.0010492672966467514,0.000651487019121144
82,16,MPI DT,0.0007467999999999999,0.0007553999999999999,0.001339046598821639,0.0005295207836907599,0.0016329836570995598,0.0006457570532814145
83,16,MPI DT,0.0029506000000000003,0.0031106000000000003,0.00033891411916220425,0.00012859255449109496,0.00040833026405084845,0.0001549307885434879
84,16,MPI DT,0.0007614,0.0016621999999999993,0.001313370107696349,0.00024064492840813388,0.0015635358424956535,0.00028648205762873085
85,16,MPI DT,0.0032232,0.0064102000000000004,0.0003102506825515016,6.240054912483229e-05,0.0003650008030017666,7.341241073509681e-05
86,16,MPI DT,0.0012014,0.000802,0.0008323622440486099,0.0004987531172069825,0.0009678630744751277,0.0005799454851243982
87,16,MPI DT,0.005470399999999999,0.0056896,0.00018280198888563908,7.03037120359955e-05,0.00021011722860418285,8.080886440919023e-05
88,16,MPI DT,0.0033292,0.0024438000000000003,0.00030037246185269734,0.00016367951550863406,0.0003413323430144288,0.00018599944944162962
89,16,MPI DT,0.0030902000000000004,0.0033418,0.00032360365024917476,0.00011969597223053444,0.00036359960702154467,0.00013448985643880275
90,16,MPI DT,0.0028958,0.0033248000000000006,0.00034532771600248634,0.00012030798845043309,0.0003836974622249848,0.00013367554272270343
91,16,MPI DT,0.007628999999999999,0.006011399999999999,0.00013107877834578585,6.654024021026716e-05,0.00014404261356679764,7.312114308820568e-05
92,16,MPI DT,0.005797999999999999,0.0058098,0.00017247326664367025,6.884918585837722e-05,0.0001874709420039894,7.483607158519263e-05
93,16,MPI DT,0.0008642000000000001,0.0009815999999999998,0.001157139551029854,0.00040749796251018754,0.0012442360763761872,0.00043816985216149195
94,16,MPI DT,0.0155606,0.007877799999999999,6.426487410511162e-05,5.0775597247962635e-05,6.836688734586343e-05,5.401659281698153e-05
95,16,MPI DT,0.008841799999999999,0.006678000000000001,0.00011309914270849828,5.9898173105720264e-05,0.0001190517291668403,6.305070853233712e-05
96,16,MPI DT,0.015306799999999999,0.010990799999999998,6.533044137246191e-05,3.639407504458275e-05,6.805254309631448e-05,3.791049483810703e-05
1,32,SEQ,3.2000000000000007e-06,2.2e-06,,,,
1,32,OMP,3.2000000000000005e-05,1.1e-05,0.1,0.2,10.0,20.0
2,32,OMP,0.0001262,1.76e-05,0.025356576862123618,0.125,1.2678288431061808,6.25
3,32,OMP,0.00018559999999999998,1.86e-05,0.017241379310344834,0.11827956989247311,0.5747126436781612,3.942652329749104
4,32,OMP,0.00017980000000000006,2.22e-05,0.01779755283648498,0.0990990990990991,0.4449388209121245,2.4774774774774775
5,32,OMP,0.00021980000000000006,2.02e-05,0.014558689717925385,0.10891089108910892,0.2911737943585077,2.1782178217821784
6,32,OMP,0.0001978,2.4e-05,0.01617795753286148,0.09166666666666667,0.26963262554769135,1.527777777777778
7,32,OMP,0.00027180000000000005,2.44e-05,0.01177336276674025,0.09016393442622951,0.16819089666771786,1.288056206088993
8,32,OMP,0.00031340000000000003,2.62e-05,0.01021059349074665,0.08396946564885496,0.12763241863433314,1.049618320610687
9,32,OMP,0.00034599999999999995,2.48e-05,0.009248554913294802,0.08870967741935484,0.10276172125883112,0.9856630824372761
10,32,OMP,0.00032260000000000004,2.52e-05,0.009919404835709859,0.08730158730158731,0.0991940483570986,0.873015873015873
11,32,OMP,0.000362,2.6e-05,0.008839779005524863,0.08461538461538462,0.0803616273229533,0.7692307692307693
12,32,OMP,0.0003824,2.560000000000001e-05,0.008368200836820085,0.08593749999999997,0.06973500697350071,0.7161458333333331
13,32,OMP,0.0005358,2.64e-05,0.005972377752892871,0.08333333333333333,0.045941367329945165,0.641025641025641
14,32,OMP,0.0004086,3.2200000000000003e-05,0.00783162016642193,0.06832298136645962,0.05594014404587093,0.48802129547471157
15,32,OMP,0.00042800000000000005,2.7400000000000005e-05,0.007476635514018693,0.0802919708029197,0.049844236760124616,0.535279805352798
16,32,OMP,0.0005629999999999999,3.26e-05,0.0056838365896980485,0.06748466257668712,0.0355239786856128,0.4217791411042945
17,32,OMP,0.0005428000000000001,2.7800000000000005e-05,0.0058953574060427415,0.07913669064748201,0.03467857297672201,0.4655099449851883
18,32,OMP,0.0005696000000000001,2.5e-05,0.005617977528089888,0.088,0.03121098626716605,0.4888888888888889
19,32,OMP,0.0005430000000000001,2.8999999999999997e-05,0.005893186003683242,0.07586206896551725,0.031016768440438117,0.3992740471869329
20,32,OMP,0.0005497999999999999,2.68e-05,0.005820298290287379,0.08208955223880597,0.029101491451436895,0.4104477611940298
21,32,OMP,0.0004744,3.26e-05,0.006745362563237775,0.06748466257668712,0.03212077411065607,0.32135553607946243
22,32,OMP,0.0007147999999999999,2.94e-05,0.004476776720761053,0.07482993197278912,0.020348985094368426,0.3401360544217687
23,32,OMP,0.0008473999999999999,2.8199999999999998e-05,0.003776256785461413,0.07801418439716314,0.01641850776287571,0.3391921060746223
24,32,OMP,0.0005947999999999999,2.96e-05,0.005379959650302624,0.07432432432432433,0.022416498542927602,0.3096846846846847
25,32,OMP,0.0005551999999999999,2.8199999999999998e-05,0.005763688760806919,0.07801418439716314,0.023054755043227675,0.31205673758865254
26,32,OMP,0.0007327999999999999,2.7600000000000007e-05,0.004366812227074237,0.07971014492753621,0.016795431642593218,0.3065774804905239
27,32,OMP,0.0006968,2.8600000000000004e-05,0.004592422502870265,0.07692307692307691,0.017008972232852835,0.28490028490028485
28,32,OMP,0.000801,2.82e-05,0.003995006242197254,0.07801418439716312,0.014267879436418766,0.27862208713272546
