Threads/Proc,Dim,CheckSym,MatTranspose,Version
6,64,0.000621,0.000068,MPI DT
6,64,0.000487,0.000068,MPI DT
6,64,0.000285,0.000056,MPI DT
6,64,0.000464,0.000069,MPI DT
7,64,0.000119,0.000062,MPI DT
7,64,0.000742,0.000064,MPI DT
7,64,0.000577,0.000069,MPI DT
7,64,0.000286,0.000071,MPI DT
7,64,0.000788,0.000068,MPI DT
8,64,0.000139,0.000067,MPI DT
8,64,0.000523,0.000067,MPI DT
8,64,0.000174,0.000071,MPI DT
8,64,0.000129,0.000058,MPI DT
8,64,0.000423,0.000074,MPI DT
9,64,0.001025,0.000076,MPI DT
9,64,0.000278,0.000084,MPI DT
9,64,0.000139,0.000090,MPI DT
9,64,0.000211,0.000084,MPI DT
9,64,0.000137,0.000083,MPI DT
10,64,0.000153,0.000087,MPI DT
10,64,0.000367,0.000079,MPI DT
10,64,0.000694,0.000081,MPI DT
10,64,0.000155,0.000091,MPI DT
10,64,0.000324,0.000095,MPI DT
11,64,0.000783,0.000103,MPI DT
11,64,0.001344,0.000118,MPI DT
11,64,0.000599,0.000123,MPI DT
11,64,0.000160,0.000112,MPI DT
11,64,0.000162,0.000110,MPI DT
12,64,0.000718,0.000087,MPI DT
12,64,0.000376,0.000104,MPI DT
12,64,0.000388,0.000088,MPI DT
12,64,0.000151,0.000086,MPI DT
12,64,0.000695,0.000100,MPI DT
13,64,0.000162,0.000119,MPI DT
13,64,0.000212,0.000085,MPI DT
13,64,0.000152,0.000113,MPI DT
13,64,0.000618,0.000103,MPI DT
13,64,0.000458,0.000115,MPI DT
14,64,0.000697,0.000145,MPI DT
14,64,0.000867,0.000133,MPI DT
14,64,0.000659,0.000153,MPI DT
14,64,0.000614,0.000149,MPI DT
14,64,0.001157,0.000133,MPI DT
15,64,0.000168,0.000113,MPI DT
15,64,0.000236,0.000102,MPI DT
15,64,0.000200,0.000108,MPI DT
15,64,0.000468,0.000484,MPI DT
15,64,0.000338,0.000111,MPI DT
16,64,0.000424,0.000088,MPI DT
16,64,0.000180,0.000086,MPI DT
16,64,0.000200,0.000082,MPI DT
16,64,0.000962,0.000084,MPI DT
16,64,0.000588,0.000118,MPI DT
17,64,0.000285,0.000120,MPI DT
17,64,0.000314,0.000113,MPI DT
17,64,0.000212,0.000125,MPI DT
17,64,0.000204,0.000130,MPI DT
17,64,0.000200,0.000123,MPI DT
18,64,0.000242,0.000171,MPI DT
18,64,0.000297,0.000174,MPI DT
18,64,0.000581,0.000193,MPI DT
18,64,0.000492,0.000185,MPI DT
18,64,0.000950,0.000515,MPI DT
19,64,0.000230,0.000138,MPI DT
19,64,0.000746,0.000136,MPI DT
19,64,0.000378,0.000145,MPI DT
19,64,0.000799,0.000130,MPI DT
19,64,0.000322,0.000140,MPI DT
20,64,0.000251,0.000202,MPI DT
20,64,0.000520,0.000210,MPI DT
20,64,0.000703,0.000196,MPI DT
20,64,0.000919,0.000222,MPI DT
20,64,0.000262,0.000200,MPI DT
21,64,0.000391,0.000140,MPI DT
21,64,0.001812,0.000145,MPI DT
21,64,0.000220,0.000130,MPI DT
21,64,0.000488,0.000579,MPI DT
21,64,0.000658,0.000132,MPI DT
22,64,0.000503,0.000154,MPI DT
22,64,0.000767,0.000171,MPI DT
22,64,0.000593,0.000157,MPI DT
22,64,0.000396,0.000176,MPI DT
22,64,0.000353,0.000137,MPI DT
23,64,0.001291,0.000268,MPI DT
23,64,0.000687,0.000247,MPI DT
23,64,0.000699,0.000318,MPI DT
23,64,0.001857,0.000241,MPI DT
23,64,0.000391,0.000274,MPI DT
24,64,0.000305,0.000149,MPI DT
24,64,0.000422,0.000586,MPI DT
24,64,0.000231,0.000581,MPI DT
24,64,0.000256,0.000154,MPI DT
24,64,0.000221,0.000150,MPI DT
25,64,0.000236,0.000578,MPI DT
25,64,0.002322,0.000163,MPI DT
25,64,0.000614,0.000184,MPI DT
25,64,0.001071,0.000154,MPI DT
25,64,0.000321,0.000178,MPI DT
26,64,0.000266,0.000553,MPI DT
26,64,0.000669,0.000176,MPI DT
26,64,0.000867,0.000610,MPI DT
26,64,0.000837,0.000137,MPI DT
26,64,0.001273,0.000163,MPI DT
27,64,0.001834,0.000348,MPI DT
27,64,0.001416,0.000314,MPI DT
27,64,0.000663,0.000774,MPI DT
27,64,0.000371,0.000322,MPI DT
27,64,0.000815,0.000350,MPI DT
28,64,0.000268,0.000640,MPI DT
28,64,0.000726,0.000154,MPI DT
28,64,0.001017,0.000219,MPI DT
28,64,0.000347,0.000614,MPI DT
28,64,0.000384,0.000151,MPI DT
29,64,0.000368,0.003551,MPI DT
29,64,0.001270,0.000208,MPI DT
29,64,0.000541,0.000616,MPI DT
29,64,0.000752,0.000214,MPI DT
29,64,0.000285,0.000289,MPI DT
30,64,0.000303,0.000594,MPI DT
30,64,0.000617,0.000603,MPI DT
30,64,0.000950,0.000161,MPI DT
30,64,0.001604,0.000166,MPI DT
30,64,0.000301,0.000615,MPI DT
31,64,0.000288,0.000256,MPI DT
31,64,0.000347,0.000202,MPI DT
31,64,0.000329,0.000619,MPI DT
31,64,0.000372,0.000155,MPI DT
31,64,0.000858,0.000599,MPI DT
32,64,0.000821,0.000121,MPI DT
32,64,0.001427,0.004198,MPI DT
32,64,0.001142,0.000587,MPI DT
32,64,0.001206,0.000111,MPI DT
32,64,0.000669,0.000119,MPI DT
33,64,0.000690,0.000633,MPI DT
33,64,0.000611,0.000170,MPI DT
33,64,0.001441,0.000192,MPI DT
33,64,0.000961,0.000176,MPI DT
33,64,0.000812,0.000195,MPI DT
34,64,0.000349,0.000645,MPI DT
34,64,0.000372,0.000625,MPI DT
34,64,0.000447,0.000696,MPI DT
34,64,0.001352,0.000238,MPI DT
34,64,0.000767,0.000629,MPI DT
35,64,0.000851,0.000221,MPI DT
35,64,0.000340,0.000215,MPI DT
35,64,0.000312,0.000281,MPI DT
35,64,0.001109,0.000226,MPI DT
35,64,0.000349,0.000627,MPI DT
36,64,0.000520,0.000232,MPI DT
36,64,0.001888,0.000239,MPI DT
36,64,0.000567,0.000184,MPI DT
36,64,0.001515,0.000271,MPI DT
36,64,0.002000,0.000659,MPI DT
37,64,0.001359,0.000664,MPI DT
37,64,0.000600,0.000679,MPI DT
37,64,0.000659,0.000712,MPI DT
37,64,0.001359,0.000706,MPI DT
37,64,0.001165,0.000661,MPI DT
38,64,0.000723,0.001018,MPI DT
38,64,0.000984,0.001011,MPI DT
38,64,0.000563,0.000959,MPI DT
38,64,0.000566,0.000974,MPI DT
38,64,0.000649,0.000658,MPI DT
39,64,0.001654,0.000661,MPI DT
39,64,0.002178,0.000756,MPI DT
39,64,0.001851,0.000712,MPI DT
39,64,0.000633,0.000657,MPI DT
39,64,0.000721,0.000281,MPI DT
40,64,0.000349,0.000669,MPI DT
40,64,0.001390,0.000730,MPI DT
40,64,0.000383,0.000661,MPI DT
40,64,0.000807,0.000684,MPI DT
40,64,0.000562,0.000691,MPI DT
41,64,0.001437,0.000258,MPI DT
41,64,0.000506,0.000750,MPI DT
41,64,0.001374,0.000653,MPI DT
41,64,0.000437,0.000292,MPI DT
41,64,0.000447,0.000305,MPI DT
42,64,0.001120,0.000730,MPI DT
42,64,0.000819,0.001058,MPI DT
42,64,0.000749,0.001194,MPI DT
42,64,0.001203,0.001187,MPI DT
42,64,0.000836,0.001288,MPI DT
43,64,0.000560,0.000661,MPI DT
43,64,0.000591,0.000695,MPI DT
43,64,0.000499,0.000264,MPI DT
43,64,0.001576,0.001189,MPI DT
43,64,0.000744,0.000741,MPI DT
44,64,0.000414,0.000683,MPI DT
44,64,0.001145,0.000787,MPI DT
44,64,0.000462,0.000802,MPI DT
44,64,0.001390,0.000229,MPI DT
44,64,0.000384,0.000295,MPI DT
45,64,0.000887,0.001333,MPI DT
45,64,0.001148,0.000789,MPI DT
45,64,0.001410,0.000716,MPI DT
45,64,0.000798,0.001263,MPI DT
45,64,0.000833,0.001245,MPI DT
46,64,0.000678,0.000742,MPI DT
46,64,0.000476,0.000762,MPI DT
46,64,0.000568,0.000757,MPI DT
46,64,0.000774,0.000702,MPI DT
46,64,0.000840,0.000283,MPI DT
47,64,0.000802,0.000401,MPI DT
47,64,0.000691,0.000744,MPI DT
47,64,0.000679,0.000301,MPI DT
47,64,0.000901,0.000707,MPI DT
47,64,0.000481,0.000364,MPI DT
48,64,0.000666,0.000321,MPI DT
48,64,0.000486,0.000724,MPI DT
48,64,0.000497,0.000752,MPI DT
48,64,0.002221,0.000742,MPI DT
48,64,0.001120,0.000339,MPI DT
49,64,0.000590,0.000705,MPI DT
49,64,0.000432,0.000840,MPI DT
49,64,0.000770,0.000686,MPI DT
49,64,0.001662,0.000384,MPI DT
49,64,0.001627,0.000736,MPI DT
50,64,0.000519,0.000344,MPI DT
50,64,0.000423,0.000728,MPI DT
50,64,0.000595,0.000803,MPI DT
50,64,0.000771,0.000718,MPI DT
50,64,0.001247,0.000713,MPI DT
51,64,0.000513,0.000760,MPI DT
51,64,0.002102,0.000864,MPI DT
51,64,0.000888,0.000390,MPI DT
51,64,0.000958,0.000368,MPI DT
51,64,0.001602,0.000770,MPI DT
52,64,0.000493,0.000762,MPI DT
52,64,0.000654,0.000336,MPI DT
52,64,0.000536,0.000331,MPI DT
52,64,0.001021,0.000413,MPI DT
52,64,0.000484,0.000382,MPI DT
53,64,0.001050,0.000367,MPI DT
53,64,0.000589,0.000752,MPI DT
53,64,0.001371,0.000820,MPI DT
53,64,0.000690,0.000792,MPI DT
53,64,0.000812,0.009999,MPI DT
54,64,0.002039,0.000839,MPI DT
54,64,0.001387,0.000730,MPI DT
54,64,0.001157,0.000820,MPI DT
54,64,0.000650,0.000746,MPI DT
54,64,0.000543,0.000387,MPI DT
55,64,0.000690,0.000800,MPI DT
55,64,0.000495,0.000794,MPI DT
55,64,0.001273,0.000780,MPI DT
55,64,0.001392,0.000344,MPI DT
55,64,0.000743,0.000714,MPI DT
56,64,0.000483,0.000847,MPI DT
56,64,0.001755,0.000716,MPI DT
56,64,0.001023,0.000842,MPI DT
56,64,0.000662,0.000835,MPI DT
56,64,0.000526,0.000790,MPI DT
57,64,0.000584,0.000760,MPI DT
57,64,0.000856,0.000853,MPI DT
57,64,0.001499,0.000800,MPI DT
57,64,0.000942,0.000753,MPI DT
57,64,0.000757,0.000452,MPI DT
58,64,0.001429,0.000697,MPI DT
58,64,0.001265,0.000696,MPI DT
58,64,0.000650,0.000455,MPI DT
58,64,0.001348,0.000411,MPI DT
58,64,0.001297,0.000853,MPI DT
59,64,0.002621,0.000453,MPI DT
59,64,0.000660,0.000853,MPI DT
59,64,0.000955,0.000889,MPI DT
59,64,0.000816,0.000831,MPI DT
59,64,0.000873,0.000427,MPI DT
60,64,0.000571,0.000854,MPI DT
60,64,0.000553,0.001001,MPI DT
60,64,0.001277,0.000846,MPI DT
60,64,0.000565,0.000422,MPI DT
60,64,0.001113,0.000836,MPI DT
61,64,0.001490,0.000864,MPI DT
61,64,0.000596,0.000829,MPI DT
61,64,0.001317,0.000842,MPI DT
61,64,0.000546,0.000801,MPI DT
61,64,0.000548,0.000780,MPI DT
62,64,0.001619,0.000906,MPI DT
62,64,0.001195,0.000876,MPI DT
62,64,0.001031,0.003331,MPI DT
62,64,0.000631,0.000879,MPI DT
62,64,0.000654,0.000875,MPI DT
63,64,0.000653,0.000870,MPI DT
63,64,0.001483,0.000818,MPI DT
63,64,0.000615,0.000845,MPI DT
63,64,0.001746,0.000782,MPI DT
63,64,0.000616,0.000446,MPI DT
64,64,0.001046,0.000626,MPI DT
64,64,0.001486,0.000651,MPI DT
64,64,0.000415,0.000679,MPI DT
64,64,0.001743,0.000808,MPI DT
64,64,0.001415,0.000644,MPI DT
65,64,0.000674,0.000819,MPI DT
65,64,0.001249,0.000820,MPI DT
65,64,0.001478,0.000804,MPI DT
65,64,0.002625,0.000975,MPI DT
65,64,0.001312,0.000780,MPI DT
66,64,0.000688,0.000452,MPI DT
66,64,0.000865,0.000809,MPI DT
66,64,0.000633,0.000825,MPI DT
66,64,0.002774,0.000665,MPI DT
66,64,0.000727,0.000947,MPI DT
67,64,0.000680,0.000459,MPI DT
67,64,0.000534,0.000776,MPI DT
67,64,0.001522,0.000901,MPI DT
67,64,0.001400,0.000478,MPI DT
67,64,0.001689,0.000736,MPI DT
68,64,0.001249,0.000503,MPI DT
68,64,0.000658,0.000945,MPI DT
68,64,0.000691,0.000396,MPI DT
68,64,0.001720,0.000667,MPI DT
68,64,0.001375,0.000888,MPI DT
69,64,0.000605,0.001122,MPI DT
69,64,0.001477,0.000840,MPI DT
69,64,0.001494,0.001029,MPI DT
69,64,0.000710,0.000561,MPI DT
69,64,0.000854,0.000932,MPI DT
70,64,0.001539,0.000528,MPI DT
70,64,0.000676,0.000830,MPI DT
70,64,0.001045,0.000900,MPI DT
70,64,0.000611,0.000871,MPI DT
70,64,0.001641,0.000453,MPI DT
71,64,0.001337,0.000956,MPI DT
71,64,0.001315,0.000764,MPI DT
71,64,0.001870,0.000859,MPI DT
71,64,0.001400,0.000901,MPI DT
71,64,0.001244,0.000822,MPI DT
72,64,0.001451,0.000905,MPI DT
72,64,0.000725,0.000879,MPI DT
72,64,0.000647,0.000954,MPI DT
72,64,0.001529,0.000489,MPI DT
72,64,0.001539,0.000921,MPI DT
73,64,0.001373,0.000999,MPI DT
73,64,0.000621,0.000779,MPI DT
73,64,0.001779,0.000459,MPI DT
73,64,0.001458,0.000918,MPI DT
73,64,0.000661,0.001023,MPI DT
74,64,0.000722,0.000832,MPI DT
74,64,0.000701,0.001098,MPI DT
74,64,0.001245,0.000984,MPI DT
74,64,0.001218,0.001016,MPI DT
74,64,0.002202,0.000985,MPI DT
75,64,0.002305,0.001060,MPI DT
75,64,0.001395,0.000960,MPI DT
75,64,0.001330,0.000956,MPI DT
75,64,0.000716,0.001061,MPI DT
75,64,0.001313,0.001068,MPI DT
76,64,0.001457,0.001076,MPI DT
76,64,0.000696,0.000890,MPI DT
76,64,0.000818,0.000909,MPI DT
76,64,0.000695,0.000903,MPI DT
76,64,0.001893,0.000890,MPI DT
77,64,0.001136,0.001075,MPI DT
77,64,0.001422,0.000556,MPI DT
77,64,0.001488,0.000921,MPI DT
77,64,0.001111,0.000942,MPI DT
77,64,0.000683,0.000854,MPI DT
78,64,0.002432,0.000900,MPI DT
78,64,0.001756,0.000846,MPI DT
78,64,0.001386,0.000927,MPI DT
78,64,0.000712,0.000430,MPI DT
78,64,0.001076,0.000554,MPI DT
79,64,0.000724,0.001054,MPI DT
79,64,0.002390,0.001037,MPI DT
79,64,0.001267,0.000877,MPI DT
79,64,0.001781,0.000830,MPI DT
79,64,0.001299,0.001085,MPI DT
80,64,0.001187,0.001129,MPI DT
80,64,0.001454,0.001406,MPI DT
80,64,0.001594,0.001030,MPI DT
80,64,0.002696,0.001058,MPI DT
80,64,0.000796,0.000556,MPI DT
81,64,0.001563,0.001035,MPI DT
81,64,0.000708,0.000827,MPI DT
81,64,0.001100,0.001005,MPI DT
81,64,0.000729,0.000899,MPI DT
81,64,0.001774,0.000570,MPI DT
82,64,0.002500,0.000646,MPI DT
82,64,0.001769,0.001098,MPI DT
82,64,0.001169,0.001024,MPI DT
82,64,0.000876,0.000929,MPI DT
82,64,0.012230,0.000866,MPI DT
83,64,0.000722,0.000889,MPI DT
83,64,0.001348,0.000968,MPI DT
83,64,0.000789,0.000858,MPI DT
83,64,0.001047,0.000919,MPI DT
83,64,0.001165,0.001134,MPI DT
84,64,0.003152,0.003232,MPI DT
84,64,0.003642,0.003079,MPI DT
84,64,0.003570,0.002562,MPI DT
84,64,0.002992,0.002921,MPI DT
84,64,0.003882,0.002922,MPI DT
85,64,0.003162,0.001216,MPI DT
85,64,0.000718,0.000654,MPI DT
85,64,0.002955,0.001173,MPI DT
85,64,0.001447,0.000704,MPI DT
85,64,0.001918,0.001186,MPI DT
86,64,0.001202,0.001108,MPI DT
86,64,0.003163,0.001186,MPI DT
86,64,0.002256,0.000644,MPI DT
86,64,0.001032,0.000942,MPI DT
86,64,0.002317,0.001127,MPI DT
87,64,0.002742,0.001067,MPI DT
87,64,0.001674,0.001154,MPI DT
87,64,0.000927,0.001227,MPI DT
87,64,0.001257,0.000911,MPI DT
87,64,0.001504,0.001010,MPI DT
88,64,0.001207,0.001187,MPI DT
88,64,0.001110,0.001081,MPI DT
88,64,0.001189,0.001015,MPI DT
88,64,0.001102,0.001261,MPI DT
88,64,0.000992,0.000622,MPI DT
89,64,0.000912,0.001224,MPI DT
89,64,0.001101,0.001168,MPI DT
89,64,0.001567,0.001092,MPI DT
89,64,0.001271,0.001237,MPI DT
89,64,0.025127,0.025970,MPI DT
90,64,0.001192,0.000892,MPI DT
90,64,0.002873,0.001472,MPI DT
90,64,0.000924,0.001204,MPI DT
90,64,0.000769,0.000980,MPI DT
90,64,0.001273,0.001242,MPI DT
91,64,0.002997,0.003669,MPI DT
91,64,0.003157,0.003319,MPI DT
91,64,0.003449,0.003504,MPI DT
91,64,0.003310,0.003711,MPI DT
91,64,0.003191,0.003157,MPI DT
92,64,0.000952,0.001035,MPI DT
92,64,0.000973,0.001048,MPI DT
92,64,0.038199,0.024992,MPI DT
92,64,0.001432,0.001287,MPI DT
92,64,0.038309,0.039031,MPI DT
93,64,0.001045,0.001104,MPI DT
93,64,0.001369,0.001207,MPI DT
93,64,0.001053,0.001539,MPI DT
93,64,0.027024,0.025986,MPI DT
93,64,0.038702,0.026149,MPI DT
94,64,0.000932,0.001332,MPI DT
94,64,0.001676,0.001100,MPI DT
94,64,0.003070,0.001214,MPI DT
94,64,0.002667,0.001136,MPI DT
94,64,0.038550,0.026017,MPI DT
95,64,0.025595,0.026001,MPI DT
95,64,0.001585,0.001100,MPI DT
95,64,0.000922,0.001340,MPI DT
95,64,0.038661,0.038877,MPI DT
95,64,0.000968,0.000991,MPI DT
96,64,0.001413,0.001334,MPI DT
96,64,0.028755,0.025794,MPI DT
96,64,0.025424,0.013593,MPI DT
96,64,0.026554,0.026072,MPI DT
96,64,0.001013,0.000991,MPI DT
1,128,0.000044,0.000054,SEQ
1,128,0.000048,0.000058,SEQ
1,128,0.000044,0.000052,SEQ
1,128,0.000065,0.000057,SEQ
1,128,0.000101,0.000052,SEQ
1,128,0.000078,0.000060,OMP
1,128,0.000261,0.000208,OMP
1,128,0.000074,0.000060,OMP
1,128,0.000081,0.000064,OMP
1,128,0.000074,0.000064,OMP
2,128,0.000186,0.000133,OMP
2,128,0.000192,0.000124,OMP
2,128,0.000190,0.000134,OMP
2,128,0.000139,0.000149,OMP
2,128,0.000234,0.000141,OMP
3,128,0.000155,0.000127,OMP
3,128,0.000216,0.000144,OMP
3,128,0.000179,0.000121,OMP
3,128,0.000524,0.000101,OMP
3,128,0.000167,0.000128,OMP
4,128,0.000271,0.000118,OMP
4,128,0.000172,0.000120,OMP
4,128,0.000163,0.000121,OMP
4,128,0.000168,0.000130,OMP
4,128,0.000159,0.000112,OMP
5,128,0.000174,0.000074,OMP
5,128,0.000218,0.000081,OMP
5,128,0.000176,0.000080,OMP
5,128,0.000173,0.000103,OMP
5,128,0.000143,0.000089,OMP
6,128,0.000231,0.000102,OMP
6,128,0.000177,0.000088,OMP
6,128,0.000168,0.000089,OMP
6,128,0.000178,0.000082,OMP
6,128,0.000333,0.000093,OMP
7,128,0.000356,0.000098,OMP
7,128,0.000167,0.000072,OMP
7,128,0.000216,0.000084,OMP
7,128,0.000192,0.000092,OMP
7,128,0.000177,0.000077,OMP
8,128,0.000203,0.000092,OMP
8,128,0.000187,0.000089,OMP
8,128,0.000192,0.000095,OMP
8,128,0.000200,0.000094,OMP
8,128,0.000235,0.000096,OMP
9,128,0.000262,0.000082,OMP
9,128,0.000238,0.000072,OMP
9,128,0.000227,0.000094,OMP
9,128,0.000285,0.000088,OMP
9,128,0.000203,0.000074,OMP
10,128,0.000274,0.000075,OMP
10,128,0.000230,0.000068,OMP
10,128,0.000253,0.000067,OMP
10,128,0.000450,0.000078,OMP
10,128,0.000201,0.000061,OMP
11,128,0.000420,0.000091,OMP
11,128,0.000287,0.000065,OMP
11,128,0.000227,0.000087,OMP
11,128,0.000260,0.000086,OMP
11,128,0.000237,0.000056,OMP
12,128,0.000255,0.000073,OMP
12,128,0.000537,0.000101,OMP
12,128,0.000235,0.000086,OMP
12,128,0.000242,0.000081,OMP
12,128,0.000260,0.000092,OMP
13,128,0.000310,0.000080,OMP
13,128,0.000314,0.000058,OMP
13,128,0.000275,0.000100,OMP
13,128,0.000245,0.000059,OMP
13,128,0.000590,0.000062,OMP
14,128,0.000634,0.000081,OMP
14,128,0.000544,0.000079,OMP
14,128,0.000287,0.000074,OMP
14,128,0.000287,0.000079,OMP
14,128,0.000300,0.000073,OMP
15,128,0.000342,0.000076,OMP
15,128,0.000296,0.000062,OMP
15,128,0.000288,0.000070,OMP
15,128,0.000609,0.000096,OMP
15,128,0.000573,0.000060,OMP
16,128,0.000322,0.000071,OMP
16,128,0.000328,0.000073,OMP
16,128,0.000313,0.000080,OMP
16,128,0.000308,0.000084,OMP
16,128,0.000300,0.000064,OMP
17,128,0.000386,0.000081,OMP
17,128,0.000355,0.000108,OMP
17,128,0.000494,0.000064,OMP
17,128,0.000358,0.000084,OMP
17,128,0.000306,0.000061,OMP
18,128,0.000743,0.000067,OMP
18,128,0.000372,0.000078,OMP
18,128,0.000388,0.000061,OMP
18,128,0.000339,0.000084,OMP
18,128,0.000337,0.000076,OMP
19,128,0.000385,0.000073,OMP
19,128,0.000359,0.000081,OMP
19,128,0.000366,0.000101,OMP
19,128,0.000350,0.000066,OMP
19,128,0.000370,0.000077,OMP
20,128,0.000561,0.000070,OMP
20,128,0.000730,0.000105,OMP
20,128,0.000370,0.000069,OMP
20,128,0.000396,0.000075,OMP
20,128,0.000365,0.000112,OMP
21,128,0.000760,0.000063,OMP
21,128,0.000390,0.000078,OMP
21,128,0.000388,0.000065,OMP
21,128,0.000390,0.000076,OMP
21,128,0.000758,0.000077,OMP
22,128,0.000845,0.000063,OMP
22,128,0.000504,0.000087,OMP
22,128,0.000415,0.000062,OMP
22,128,0.000448,0.000079,OMP
22,128,0.000518,0.000077,OMP
23,128,0.000428,0.000088,OMP
23,128,0.000406,0.000106,OMP
23,128,0.000864,0.000063,OMP
23,128,0.000455,0.000075,OMP
23,128,0.000435,0.000066,OMP
24,128,0.000454,0.000100,OMP
24,128,0.000483,0.000081,OMP
24,128,0.000441,0.000098,OMP
24,128,0.000433,0.000092,OMP
24,128,0.000406,0.000077,OMP
25,128,0.000478,0.000084,OMP
25,128,0.000492,0.000088,OMP
25,128,0.000435,0.000077,OMP
25,128,0.000484,0.000087,OMP
25,128,0.000437,0.000077,OMP
26,128,0.000956,0.000070,OMP
26,128,0.000543,0.000076,OMP
26,128,0.000463,0.000096,OMP
26,128,0.000510,0.000080,OMP
26,128,0.000810,0.000074,OMP
27,128,0.000560,0.000091,OMP
27,128,0.000873,0.000069,OMP
27,128,0.000534,0.000121,OMP
27,128,0.000506,0.000080,OMP
27,128,0.000459,0.000078,OMP
28,128,0.000518,0.000078,OMP
28,128,0.000539,0.000077,OMP
28,128,0.000554,0.000074,OMP
28,128,0.000509,0.000105,OMP
28,128,0.000539,0.000080,OMP
29,128,0.000588,0.000083,OMP
29,128,0.000547,0.000081,OMP
29,128,0.000493,0.000098,OMP
29,128,0.000509,0.000103,OMP
29,128,0.000530,0.000085,OMP
30,128,0.000568,0.000092,OMP
30,128,0.000914,0.000079,OMP
30,128,0.000579,0.000081,OMP
30,128,0.000633,0.000118,OMP
30,128,0.000549,0.000090,OMP
31,128,0.000640,0.000079,OMP
31,128,0.000532,0.000069,OMP
31,128,0.000580,0.000079,OMP
31,128,0.000573,0.000100,OMP
31,128,0.000533,0.000080,OMP
32,128,0.001006,0.000082,OMP
32,128,0.000897,0.000076,OMP
32,128,0.000581,0.000111,OMP
32,128,0.000572,0.000102,OMP
32,128,0.000551,0.000083,OMP
33,128,0.000634,0.000088,OMP
33,128,0.000557,0.000091,OMP
33,128,0.000936,0.000077,OMP
33,128,0.000698,0.000095,OMP
33,128,0.000590,0.000107,OMP
34,128,0.000916,0.000072,OMP
34,128,0.000723,0.000079,OMP
34,128,0.000601,0.000099,OMP
34,128,0.000639,0.000099,OMP
34,128,0.000638,0.000110,OMP
35,128,0.000637,0.000099,OMP
35,128,0.000659,0.000140,OMP
35,128,0.001062,0.000086,OMP
35,128,0.000593,0.000083,OMP
35,128,0.000672,0.000110,OMP
36,128,0.000673,0.000113,OMP
36,128,0.000704,0.000081,OMP
36,128,0.000949,0.000096,OMP
36,128,0.001040,0.000074,OMP
36,128,0.000884,0.000091,OMP
37,128,0.000655,0.000091,OMP
37,128,0.000653,0.000122,OMP
37,128,0.000770,0.000109,OMP
37,128,0.000627,0.000093,OMP
37,128,0.000670,0.000096,OMP
38,128,0.000761,0.000083,OMP
38,128,0.000724,0.000088,OMP
38,128,0.000708,0.000096,OMP
38,128,0.000697,0.000104,OMP
38,128,0.001153,0.000074,OMP
39,128,0.000749,0.000084,OMP
39,128,0.001095,0.000095,OMP
39,128,0.000755,0.000094,OMP
39,128,0.000708,0.000108,OMP
39,128,0.000738,0.000102,OMP
40,128,0.000723,0.000107,OMP
40,128,0.000700,0.000102,OMP
40,128,0.000687,0.000109,OMP
40,128,0.000726,0.000097,OMP
40,128,0.000698,0.000100,OMP
41,128,0.000708,0.000097,OMP
41,128,0.000767,0.000097,OMP
41,128,0.000705,0.000103,OMP
41,128,0.000727,0.000087,OMP
41,128,0.000717,0.000106,OMP
42,128,0.001082,0.000106,OMP
42,128,0.000785,0.000101,OMP
42,128,0.000719,0.000126,OMP
42,128,0.000714,0.000132,OMP
42,128,0.000702,0.000108,OMP
43,128,0.000755,0.000088,OMP
43,128,0.001262,0.000100,OMP
43,128,0.000804,0.000119,OMP
43,128,0.001012,0.000104,OMP
43,128,0.001185,0.000106,OMP
44,128,0.000800,0.000132,OMP
44,128,0.000757,0.000085,OMP
44,128,0.000768,0.000094,OMP
44,128,0.000785,0.000129,OMP
44,128,0.001092,0.000099,OMP
45,128,0.000822,0.000099,OMP
45,128,0.000776,0.000092,OMP
45,128,0.000789,0.000097,OMP
45,128,0.000753,0.000111,OMP
45,128,0.000791,0.000137,OMP
46,128,0.000787,0.000112,OMP
46,128,0.000819,0.000102,OMP
46,128,0.000772,0.000131,OMP
46,128,0.000800,0.000104,OMP
46,128,0.000793,0.000104,OMP
47,128,0.000850,0.000104,OMP
47,128,0.000834,0.000114,OMP
47,128,0.000811,0.000146,OMP
47,128,0.000924,0.000138,OMP
47,128,0.000853,0.000165,OMP
48,128,0.000865,0.000136,OMP
48,128,0.000824,0.000135,OMP
48,128,0.000829,0.000115,OMP
48,128,0.001189,0.000109,OMP
48,128,0.000817,0.000094,OMP
49,128,0.000881,0.000111,OMP
49,128,0.000922,0.000119,OMP
49,128,0.000871,0.000129,OMP
49,128,0.001210,0.000100,OMP
49,128,0.000843,0.000104,OMP
50,128,0.000884,0.000113,OMP
50,128,0.000925,0.000113,OMP
50,128,0.000834,0.000143,OMP
50,128,0.001198,0.000148,OMP
50,128,0.000888,0.000108,OMP
51,128,0.000922,0.000108,OMP
51,128,0.000982,0.000158,OMP
51,128,0.000945,0.000137,OMP
51,128,0.001238,0.000134,OMP
51,128,0.000920,0.000126,OMP
52,128,0.000963,0.000109,OMP
52,128,0.000942,0.000155,OMP
52,128,0.000930,0.000149,OMP
52,128,0.001188,0.000111,OMP
52,128,0.000878,0.000135,OMP
53,128,0.001032,0.000121,OMP
53,128,0.000992,0.000123,OMP
53,128,0.000925,0.000106,OMP
53,128,0.001070,0.000160,OMP
53,128,0.000900,0.000104,OMP
54,128,0.001374,0.000129,OMP
